title,price,info,composition,usage,precautions,brand,image,description,url,limpiar,tratar,proteger,composition_list,composition_list_standard,id
crema antiestrías isdin woman,s/ 99.90,"['previene y atenúa estrías', 'hidrata', 'nsoc50082-21pe']","triterpenos  de centella asiática: estimula la biosíntesis de colageno, la producción de fibronectina.hidroxiprolisilano cn: mejora la organización de las fibras que unen tejido elástico, colágenoaceite de rosa mosqueta: rico en ácidos grasos esenciales (linoleico, linolénico), activa las prostaglandinasmanteca de shorea (omega 6, 9, tocoferoles): reduce la pérdida transepidérmica de aguavitamina e: antioxidante",utilizar dos veces al día sobre las zonas más distendidas con un suave masaje hasta su completa absorción. aplicar preferentemente sobre la piel limpia y seca.,mantenga el producto fuera del alcance de los niños. evitar el contacto con ojos y mucosas.,isdin,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/067117L.jpg,"crema antiestrías isdin woman, tiene una fórmula especializada con 89% en ingredientes de origen natural que ayudan a prevenir y atenuar las estrías.",https://inkafarma.pe/producto/crema-antiestrias-isdin-woman/067117,False,True,False,"['triterpenos  de centella asiática', 'la producción de fibronectina.hidroxiprolisilano cn', 'colágenoaceite de rosa mosqueta', 'linolénico)', 'activa las prostaglandinasmanteca de shorea (omega 6', '9', 'tocoferoles)']","['manteca de shorea', 'triterpenos de centella asiática', 'tocoferol']",P0010
gel concentrado eucerin dermopure triple effect,s/ 122.90,"['gel limpiador concentrado para uso diario', 'reduce manchas post-imperfecciones', 'reduce imperfecciones', 'control el brillo de la piel', 'nsoc26186-23co']","aqua, coco-glucoside, ácido salicílico, glycerin, sodium laureth sulfate, xanthan gum, peg-8, alcohol denat., glycolic acid, gluconolactone, phenoxyethanol, trisodium ethylenediamine disuccinate, citric acid, sodium hydroxide, parfum","• utiliza el gel limpiador concentrado como primer paso de tu rutina • aplícalo dos veces al día, por la mañana y por la noche • combina el producto en las manos con agua tibia para crear una suave espuma • aplícalo sobre el rostro o el cuerpo húmedos, evitando el contacto con los ojos • lavar con abundante agua • aplicar a continuación un producto de cuidado adecuado. recomendamos eucerin dermopure triple effect serumconsejo para la piel: sigue la regla de los 60 segundos para conseguir una piel más limpia.","uso externo. mantener fuera del alcance de los niños. si observa alguna reacción desfavorable, suspenda su uso; si persiste consulte a su médico. evite el contacto con los ojos.",eucerin,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/074120L.jpg,gel concentrado eucerin dermopure triple effect. con ácido salicílico al 2% te ayuda a vencer por fin las imperfecciones y sus manchas.,https://inkafarma.pe/producto/gel-concentrado-eucerin-dermopure-triple-effect/074120,True,True,False,"['aqua', 'coco-glucoside', 'ácido salicílico', 'glycerin', 'sodium laureth sulfate', 'xanthan gum', 'peg-8', 'alcohol denat.', 'glycolic acid', 'gluconolactone', 'phenoxyethanol', 'trisodium ethylenediamine disuccinate', 'citric acid', 'sodium hydroxide', 'parfum']","['laureth sulfato de sodio', 'gluconolactona', 'coco-glucósido', 'peg-8', 'ácido cítrico', 'ácido salicílico', 'disuccinato de etilendiamina trisódico', 'glicerina', 'ácido glicólico', 'agua', 'alcohol denaturado', 'fragancia', 'fenoxietanol', 'hidróxido de sodio', 'goma xantana']",P0011
concentrado fortificante vichy mineral 89 30ml,s/ 139.90,"['refuerza la barrera natural de la piel.', 'aumenta la resistencia de la piel frente a facrtores agresivos como la contaminación.', 'tonifica, rellena, ilumina e hidrata la piel.', 'nsoc78883-17co']","ácido hialurónico, agua termal de vichy",paso cero de tu rutina diaria. aplicar en rostro y cuello.,mantener fuera del alcance de los niños.,vichy,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/067299L.jpg,"concentrado fortificante vichy mineral 89 para rostro fortificante, rellenante e hidratante compuesto por un 89% de agua mineraliza volcánica vichy.",https://inkafarma.pe/producto/concentrado-fortificante-vichy-mineral-89-rostro/067299,False,False,True,"['ácido hialurónico', 'agua termal de vichy']","['agua', 'ácido hialurónico']",P0012
la roche posay toleriane dermallergo fluido,s/ 117.90,"['repara la barrera cutánea.', 'hidrata la piel.', 'ayuda a regular los signos de inflamación.', 'nsoc08236-21c0']",fórmula con sphingobioma que rebalancea las funciones del microobioma,aplicar sobre la piel limpia día y noche.,mantener fuera del alcance de los niños.,la roche-posay,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/067143L.jpg,"fluido hidratante y calmante la roche posay toleriane dermallergo para pieles con tendencia alérgica en pieles sensibles mixtas, grasas o tendencia alérgica.",https://inkafarma.pe/producto/fluido-hidratante-la-roche-posay-toleriane/067143,False,True,False,['fórmula con sphingobioma que rebalancea las funciones del microobioma'],['sphingobioma'],P0013
protector la roche posay anthelios age correct color,s/ 139.90,"['fotocorrector en gelcrema de alta cobertura.', 'ayuda a prevenir y corregir los signos del foto envejecimiento.', 'protege de la luz visible o la luz azul.', 'apto para pieles maduras.', 'nsoc-02602-20co']","nueva tecnolgía cellox b3, niacinamida, ácido hialurónico fragmentado, phe - resorcinol, l.h.a","aplique abundantemente el producto justo antes de exponerse al sol. distribuir uniformemente en todo el rostro, cuello y escote. aplicar 30 minutos antes de la exposición solar y re aplicar cada dos horas para mantener la alta protección. renueve frecuente y generosamente la aplicación para mantener la protección, sobre todo después de nadar, sudar o secarse con una toalla.","advertencias y precauciones: la sobreexposición al sol es un peligro para la salud. no permanezca demasiado tiempo al sol, incluso si usted utiliza un producto de protección solar, ya que no lo protege al 100% ni contra la insolación. niños y bebés: no se recomienda la exposición directamente al sol. para menores de 6 meses, consultar al médico.",la roche-posay,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/037009L.jpg,fotocorrector la roche posay anthelios age correct color fps 50 protege y corrige los signos del fotoenvejecimiento por la exposición a rayos uv.,https://inkafarma.pe/producto/protector-solar-anthelios-uvmune-400-fluido/037009,False,False,True,"['nueva tecnolgía cellox b3', 'niacinamida', 'ácido hialurónico fragmentado', 'phe - resorcinol', 'l.h.a']","['ácido lipohidroxi', 'ácido hialurónico', 'resorcinol', 'niacinamida', 'cellox b3']",P0014
contorno de ojos eucerin antipigment,s/ 159.90,"['con thiamidol patentado y ácido hialurónico', 'reduce visiblemente todo tipo de ojeras y bolsas en los ojos', 'aplicador metálico refrescante para un rendimiento óptimo', 'nsoc18071-22co']","isobutylamido thiazolyl resorcinol, aqua, alcohol denat, glycerin, glyceryl stearate, glycyrrhiza inflata root extract, capryliccapric triglyceride, cocoglycerides, cetearyl alcohol, cetyl palmitate, citric acid, ci 77891, ci 77492, ci 77491, ci 77499, isopropyl palmitate, butyrospermum parkii butter, lauroyl lysine, sodium hyaluronate, sodium stearoyl glutamate, sodium chloride, sodium hydroxide, pimpinella anisum fruit extract, xanthan gum, trisodium edta",poner una cantidad del tamaño de un guisante en el aplicador metálico y utilizarlo masajeando la piel por sobre y por debajo del ojo. hazlo desde el interior del contorno de ojos hacia el exterior. utiliza los dedos para dar golpecitos en la zona de los ojos hasta que la fórmula se haya absorbido por completo. recuerda usar máximo 4 aplicaciones de todos los productos faciales con thiamidol al día.,"▪ no exceder de 4 aplicaciones por día por zona de aplicación de productos que contengan thiamidol.  ▪ uso externo. ▪ si observa alguna reacción desfavorable, suspenda su uso; si persiste, consulte a su médico. ▪ evite el contacto directo con los ojos. ▪ mantener fuera del alcance de los niños y almacenado en un lugar seco y alejado de la luz. ▪ la eficacia del producto depende del uso de acuerdo a las condiciones indicadas en el rótulo. ▪ producto cosmético sin acción terapéutica.",eucerin,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/068499L.jpg,contorno de ojos eucerin antipigment con thiamidol patentado y ácido hialurónico. reduce visiblemente todo tipo de ojeras y bolsas en los ojos.,https://inkafarma.pe/producto/contorno-de-ojos-eucerin-antipigmento/068499,False,True,False,"['isobutylamido thiazolyl resorcinol', 'aqua', 'alcohol denat', 'glycerin', 'glyceryl stearate', 'glycyrrhiza inflata root extract', 'capryliccapric triglyceride', 'cocoglycerides', 'cetearyl alcohol', 'cetyl palmitate', 'citric acid', 'ci 77891', 'ci 77492', 'ci 77491', 'ci 77499', 'isopropyl palmitate', 'butyrospermum parkii butter', 'lauroyl lysine', 'sodium hyaluronate', 'sodium stearoyl glutamate', 'sodium chloride', 'sodium hydroxide', 'pimpinella anisum fruit extract', 'xanthan gum', 'trisodium edta']","['óxido de hierro negro', 'hialuronato de sodio', 'estearato de glicerilo', 'edta trisódico', 'alcohol denaturado', 'alcohol ceteárico', 'hidróxido de sodio', 'triglicérido caprílico/cáprico', 'cocoglicéridos', 'cloruro de sodio', 'ácido cítrico', 'palmitato de cetilo', 'óxido de hierro rojo', 'resorcinol amido tiazólico isobutilo', 'óxido de hierro amarillo', 'lisina lauroil', 'dióxido de titanio', 'extracto de raíz de glycyrrhiza inflata', 'goma xantana', 'palmitato de isopropilo', 'extracto de fruto de pimpinella anisum', 'manteca de karité', 'estearoil glutamato de sodio', 'glicerina', 'agua']",P0015
serúm vitamina c eucerin hyaluron,s/ 99.90,"['estimula el relleno de tu piel +200% de ácido hialurónico +49% de colágeno.', 'con un 10 % de vitamina c pura activada al instante.', 'sérum anti-edad.', 'para todo tipo de pieles.', 'nsoc90623-19co']","aqua, ascorbic-acid, glycerin, squalane, isopropyl palmitate, dibutyl adipate, glyceryl stearate, distarch phosphate, methylpropanediol, sodium hyaluronate, glycyrrhiza inflata root extract, peg-40 stearate, sorbitan stearate, sodium cetearyl sulfate, dimethicone, acrylic acid-vp crosspolymer, xanthan gum, trisodium edta, 1-2-hexanediol, piroctone olamine, phenoxyethanol, bht, parfum","• se puede usar por la mañana o por la noche. • agitar y mezclar antes del primer uso• se debe aplicar antes de la crema de día o de noche, o bien combinarlo con la crema hidratante o crema de tratamiento antes de aplicar.• después de abierto, usar dentro de los 21 días.","uso externo. evite el contacto con los ojos. puede presentarse picazón/picor. si observa alguna reacción desfavorable, irritación o sarpullido, suspenda su uso; si persiste, consulte a su médico. el ácido áscórbico puede aumentar la sensibilidad de la piel al sol y el riesgo de quemaduras solares. mientras usa este producto: protéjase y limite la exposición al sol. producto cosmético sin acción terapéutica. mantener fuera del alcance de los niños.",eucerin,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/069157L.jpg,"serúm facial vitamina c eucerin anti-edad hyaluron filler + 3x effect. sérum de absorción rápida que fortalece, suaviza y rellena las arrugas.",https://inkafarma.pe/producto/serum-vitamina-c-eucerin-anti-edad-hyaluron-filler/069157,False,True,False,"['aqua', 'ascorbic-acid', 'glycerin', 'squalane', 'isopropyl palmitate', 'dibutyl adipate', 'glyceryl stearate', 'distarch phosphate', 'methylpropanediol', 'sodium hyaluronate', 'glycyrrhiza inflata root extract', 'peg-40 stearate', 'sorbitan stearate', 'sodium cetearyl sulfate', 'dimethicone', 'acrylic acid-vp crosspolymer', 'xanthan gum', 'trisodium edta', '1-2-hexanediol', 'piroctone olamine', 'phenoxyethanol', 'bht', 'parfum']","['hialuronato de sodio', 'escualano', 'estearato de glicerilo', 'edta trisódico', 'fenoxietanol', 'bht', 'dimeticona', 'adipato de dibutilo', 'metilpropanodiol', 'copolímero de ácido acrílico-vp', 'estearato de sorbitán', 'fosfato de distarch', 'piroctona olamina', 'sulfato de ceteárico de sodio', 'extracto de raíz de glycyrrhiza inflata', 'goma xantana', 'palmitato de isopropilo', 'estearato de peg-40', 'ácido ascórbico', 'glicerina', 'agua', 'fragancia', '12-hexanodiol']",P0016
crema de ducha la roche-posay lipikar syndet 400ml,s/ 121.90,"['hidrata y nutre la piel, respetando el equilibrio cutáneo.', 'para la higiene de recién nacidos, bebés, niños y adultos con sequedad.', 'calma inmediatamente y ayuda a reducir la sequedad severa desde la ducha.', 'nsoc73530-16co']","niacinamida, manteca de karité, aqua posae filiformis",humedecer la piel y aplicar con masajes circulares hasta hacer espuma. enjuagar con abundante agua.,mantener fuera del alcance de los niños.,la roche-posay,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/011613L.jpg,"crema de ducha la roche-posay lipikar syndet para el cuerpo. contiene glicerina, manteca de karité y niacinamida que limpia de forma suave pero eficaz.",https://inkafarma.pe/producto/crema-ducha-la-roche-posay-lipikar-syndet-400ml/011613,True,False,False,"['niacinamida', 'manteca de karité', 'aqua posae filiformis']","['niacinamida', 'agua', 'manteca de karité']",P0017
bálsamo la roche posay cicaplast baume b5+ 15ml,s/ 24.90,"['repara la piel dañada.', 'apto para bebés desde recién nacidos, niños y adultos.', 'eficacia reparadora proabada en 14 indicaciones.', 'nsoc42833-11co']","tribioma prebiotic complex: innovación con eficacia probada para reequilibrar el microbioma de la piel debilitada.5% vitamina b5: refuerza la proliferación de queratinocitos.madecassoside: reduce la inflamación, acelera la riepitelización","aplicar en piel limpia y seca. aplicar generosamente en cuerpo, rostro y labios. evitar el área del contorno de ojos.",mantener fuera del alcance de los niños.,la roche-posay,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/067386L.jpg,"bálsamo ultra reparador la roche posay cicaplast baume b5+, con tribioma asociado con 5% de pro-vitamina b5 y madecassosside para calmar instantáneamente.",https://inkafarma.pe/producto/balsamo-la-roche-posay-cicaplast-baume-b5/067386,False,True,False,"['tribioma prebiotic complex', 'acelera la riepitelización']",['tribioma'],P0018
serum facial retinol b3 la roche-posay 30s,s/ 163.90,"['ayuda a corregir los signos causados por el foto envejecimiento.', 'ayuda a corregir la tez y la textura.', 'regula la síntesis de melanina, a nivel de la epidermis.', 'apto para pieles sensibles.', 'incluye vitamina b, que ayuda a reducir la irritación y restaura la barrera cutánea.', 'nsoc97505-19co']","retinol puro , retinyl palmitate, vitamina b3, vitamina e, adenosina, ácido hialuronico, agua termal",utilizar en la noche. usar protector solar en el día. espaciar aplicación en caso de irritación.,mantener fuera del alcance de los niños.,la roche-posay,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/030187L.jpg,"retinol b3 la roche posay, es un suero cosmético regenerador anti arrugas de liberación gradual con vitamina b3 que contribuye a la regeneración de tu piel.",https://inkafarma.pe/producto/serum-facial-retinol-b3-30ml/030187,False,True,False,"['retinol puro', 'retinyl palmitate', 'vitamina b3', 'vitamina e', 'adenosina', 'ácido hialuronico', 'agua termal']","['tocoferol', 'retinol', 'ácido hialurónico', 'adenosina', 'agua', 'vitamina b3', 'palmitato de retinilo']",P0019
tratamiento anti-imperfecciones effaclar lrp,s/ 121.90,['nsoc26098-23co'],"phylobioma: se focaliza en la sobreproducción de sebo, reduce el crecimiento de la bacteria c.acnes ia1, calmando, corrigiendo las imperfecciones, gracias a la ciencia del microbioma se ha demostrado clínicamente que reduce el biofilm, la inflamación, la hiperqueratinización.procerad: la ceramida antimanchas, exclusiva, patentada, que ayuda a proteger contra la aparición de marcas rosas/marrones.niacinamida: ayuda a difuminar la apariencia de las manchas oscuras, la pigmentación",tomar una pequeña cantidad de crema.aplicar en todo el rostro por la mañana y/o por la noche después de limpiar la piel con effaclar gel limpiador.aplicar la hidratante sobre el rostro antes de maquillarse. evitar el contorno de los ojos.,evite el contacto directo en los ojos. evitar la exposición al sol. manténgase fuera del alcance de los niños.,la roche posay,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/072808L.jpg,"tratamiento anti-imperfecciones la roche posay effaclar duo+m. su fórmula combate los brotes, reduce las marcas post-acné y matifica la piel.",https://inkafarma.pe/producto/tratamiento-anti-imperfecciones-roche-posay-effaclar-duo-m/072808,False,True,False,"['phylobioma', 'reduce el crecimiento de la bacteria c.acnes ia1', 'calmando', 'corrigiendo las imperfecciones', 'gracias a la ciencia del microbioma se ha demostrado clínicamente que reduce el biofilm', 'la inflamación', 'la hiperqueratinización.procerad', 'exclusiva', 'patentada', 'que ayuda a proteger contra la aparición de marcas rosas/marrones.niacinamida', 'la pigmentación']","['procerad', 'niacinamida', 'filobioma']",P0020
anthelios uvmune 400 oil control invisible,s/ 121.90,"['muy alta protección.', 'resistente al agua, sudor y a la suciedad.', 'acabado toque seco, efecto matificante.', 'para pieles grasas y sensibles.', 'textura fluida.', 'nsoc58557-23pe']","mexoryl 400: filtro de protección solar incluso para los rayos uv más insidiosos (380-400nm), tecnología oil control: micropartículas matificantes, se funde de inmediato, controla todas las causas de brillo (sebo, sudor, humedad)","aplique abundantemente el producto justo antes de exponerse al sol. distribuir uniformemente en todo el rostro, cuello y escote. aplicar 30 minutos antes de la exposición solar y re aplicar cada dos horas para mantener la alta protección. renueve frecuente y generosamente la aplicación para mantener la protección, sobre todo después de nadar, sudar o secarse con una toalla.","advertencias y precauciones: la sobreexposición al sol es un peligro para la salud. no permanezca demasiado tiempo al sol, incluso si usted utiliza un producto de protección solar, ya que no lo protege al 100% ni contra la insolación. niños y bebés: no se recomienda la exposición directamente al sol. para menores de 6 meses, consultar al médico.",la roche-posay,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/068513L.jpg,protector solar la roche posay anthelios uvmune 400 oil control fluido invisible fps 50+. fotoprotector de muy alta protección contra los rayos solares.,https://inkafarma.pe/producto/protector-solar-la-roche-posay-anthelios-uvmune400/068513,True,False,True,"['mexoryl 400', 'tecnología oil control', 'se funde de inmediato', 'controla todas las causas de brillo (sebo', 'sudor', 'humedad)']","['mexoryl 400', 'control de sebo']",P0021
protector solar leche bebe la roche posay fps 50+,s/ 115.90,"['muy alta protección.', 'alta tolerancia para la piel delicada del bebé.', 'textura suave y confortable.', 'hipoalergénica.', 'nsoc22710-15pe']","xl-protect: filtro protector de amplio espectro:una potente combinación de filtros uv, antioxidantes que va más allá de la protección de amplio espectro contra los rayos uva, uvb para crear un escudo contra los daños producidos por otros agresores de la piel como los rayos infrarrojos, la contaminación.manteca de karité:principio activo hidratante, calmante, refuerza la barrera de protección de la piel.agua termal:propiedades calmantes, antioxidantes gracias a su alta concentración de selenio, eficaz contra los radicales libres que pueden generar los rayos uva-uvb","aplique abundantemente el producto justo antes de exponerse al sol. distribuir uniformemente en todo el rostro, cuello y escote. aplicar 30 minutos antes de la exposición solar y re aplicar cada dos horas para mantener la alta protección. renueve frecuente y generosamente la aplicación para mantener la protección, sobre todo después de nadar, sudar o secarse con una toalla.","advertencias y precauciones: la sobreexposición al sol es un peligro para la salud. no permanezca demasiado tiempo al sol, incluso si usted utiliza un producto de protección solar, ya que no lo protege al 100% ni contra la insolación. niños y bebés: no se recomienda la exposición directamente al sol. para menores de 6 meses, consultar al médico.",la roche-posay,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/009311L.jpg,"protector solar leche bebe la roche posay fps 50+ sin perfume ni parabenos, extremadamente resistente al agua, resistente a la arena y a la transpiración.",https://inkafarma.pe/producto/anthelios-protector-solar-leche-bebe-spf50-la-roc/009311,False,False,True,"['xl-protect', 'antioxidantes que va más allá de la protección de amplio espectro contra los rayos uva', 'uvb para crear un escudo contra los daños producidos por otros agresores de la piel como los rayos infrarrojos', 'la contaminación.manteca de karité', 'calmante', 'refuerza la barrera de protección de la piel.agua termal', 'antioxidantes gracias a su alta concentración de selenio', 'eficaz contra los radicales libres que pueden generar los rayos uva-uvb']","['manteca de karité', 'antioxidantes', 'agua', 'xl-protect', 'filtros uvb']",P0022
bb blur effaclar la roche posay anti brillo 30ml,s/ 119.90,"['cubre imperfecciones.', 'controla el exceso de brillo.', 'acción seboreguladora.', 'cobertura natural.', 'nsoc26074-16pe']","bb pigmentos: oculta manchas e imperfecciones, airlicium: permite tener la piel matificada, perlita: sebo-regulador, matificante","aplicar sobre la piel día, noche y retocar cuando se considere necesario. aplicar luego protector solar.",mantener fuera del alcance de los niños.,la roche-posay,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/010506L.jpg,bb blur unificador effaclar la roche posay anti brillo difumina la apariencia de los poros e imperfecciones matifica la piel a lo largo del día.,https://inkafarma.pe/producto/effaclar-bb-blur-unificador-anti-brillo-30ml-la-ro/010506,False,False,False,"['bb pigmentos', 'airlicium', 'perlita', 'matificante']","['airlicium', 'perlita', 'pigmentos para bb cream']",P0023
fotoprotector isdin fusion water magic spf50,s/ 114.90,"['textura acuosa', 'hidrata la piel', 'probado dermatológicamente', 'oil control', 'nsoc23152-23co']","aqua (water), dibutyl adipate, propanediol, ethylhexyl salicylate, ethylhexyl triazone, bis-ethylhexyloxyphenol methoxyphenyl triazine, dimethicone, butyl methoxydibenzoylmethane, phenylbenzimidazole sulfonic acid, silica, diisopropyl sebacate, arginine, pentylene glycol, hydroxyacetophenone, lauryl peg/ppg-18/18 methicone, vp/eicosene copolymer, polysorbate 60, dimethicone/vinyl dimethicone crosspolymer, glycerin, caprylyl glycol, hydrated silica, tocopheryl acetate, peg-10 dimethicone, tetrasodium glutamate diacetate, parfum (fragrance), sclerotium gum, sodium hyaluronate, porphyridium cruentum extract, xanthan gum, citric acid","aplica fusion water magic spf 50 generosamente sobre la piel seca. la cantidad adecuada para la zona del rostro son dos líneas de producto extendidas en dos dedos. repártelo homogéneamente por todo el rostro, cuello, nuca y orejas.si la exposición solar es superior a 2 horas, recomendamos reaplicar el producto. al reducir la cantidad de producto aplicada se reduce el factor de protección.","precauciones: evitar la exposición prolongada de los niños al sol. no usar en menores de seis (6) meses. para su uso en niños menores de seis (6) meses, consulte a su médico. en niños menores de seis meses de edad no se recomienda la exposición al sol. mantener fuera del alcance de los niños. evitar el contacto con ojos y mucosas, puede causar irritación. no permanezca mucho tiempo expuesto al sol, aunque emplee un producto de protección solar. la exposición excesiva al sol es un riesgo importante para la salud. suspender su uso en caso de que se presenten signos de irritación o salpullido. este producto no ofrece ninguna protección contra la insolación. este producto ayuda a prevenir quemaduras solares. evitar el contacto con los textiles.",isdin,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/069106L.jpg,fotoprotector isdin fusion water magic spf50. con una textura ligera y fluida es un fotoprotector que no deja la piel grasa.,https://inkafarma.pe/producto/fotoprotector-isdin-fusion-water-magic-spf50/069106,False,False,True,"['aqua (water)', 'dibutyl adipate', 'propanediol', 'ethylhexyl salicylate', 'ethylhexyl triazone', 'bis-ethylhexyloxyphenol methoxyphenyl triazine', 'dimethicone', 'butyl methoxydibenzoylmethane', 'phenylbenzimidazole sulfonic acid', 'silica', 'diisopropyl sebacate', 'arginine', 'pentylene glycol', 'hydroxyacetophenone', 'lauryl peg/ppg-18/18 methicone', 'vp/eicosene copolymer', 'polysorbate 60', 'dimethicone/vinyl dimethicone crosspolymer', 'glycerin', 'caprylyl glycol', 'hydrated silica', 'tocopheryl acetate', 'peg-10 dimethicone', 'tetrasodium glutamate diacetate', 'parfum (fragrance)', 'sclerotium gum', 'sodium hyaluronate', 'porphyridium cruentum extract', 'xanthan gum', 'citric acid']","['ácido fenilbenzimidazol sulfónico', 'hialuronato de sodio', 'arginina', 'capriloil glicol', 'goma de esclerotio', 'sebato de diisopropilo', 'bemotrizinol', 'extracto de porphyridium cruentum', 'meticona peg/ppg-18/18 de laurilo', 'dimeticona', 'adipato de dibutilo', 'triazona de etilhexilo', 'pentilenglicol', 'ácido cítrico', 'salicilato de etilhexilo', 'polisorbato 60', 'acetato de tocoferilo', 'copolímero vp/eicoseno', 'sílice hidratada', 'propanodiol', 'goma xantana', 'diacetato de glutamato tetrasódico', 'glicerina', 'agua', 'sílice', 'avobenzona', 'fragancia', 'hidroxiacetofenona']",P0024
spray anthelios invisible dermo pediatrics spf 50,s/ 165.90,"['muy alta protección para rostro y cuerpo.', 'fácil aplicación para niños.', 'muy resistente al agua, sudor y a la arena.', 'nsoc97470-19co']","sistema de filtros mexoplex, glicerina, vitamina e","aplique abundantemente el producto justo antes de exponerse al sol. distribuir uniformemente en todo el rostro, cuello y escote. aplicar 30 minutos antes de la exposición solar y re aplicar cada dos horas para mantener la alta protección. renueve frecuente y generosamente la aplicación para mantener la protección, sobre todo después de nadar, sudar o secarse con una toalla.","advertencias y precauciones: la sobreexposición al sol es un peligro para la salud. no permanezca demasiado tiempo al sol, incluso si usted utiliza un producto de protección solar, ya que no lo protege al 100% ni contra la insolación. niños y bebés: no se recomienda la exposición directamente al sol. para menores de 6 meses, consultar al médico.",la roche-posay,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/033346L.jpg,spray anthelios invisible dermo pediatrics spf 50 es un protector solar para rostro y cuerpo de los niños a partir de los 3 años en spray.,https://inkafarma.pe/producto/spray-anthelios-invisible-dermo-pediatrics-200ml/033346,False,False,True,"['sistema de filtros mexoplex', 'glicerina', 'vitamina e']","['glicerina', 'tocoferol']",P0025
gel limpiador facial eucerin anti-pigment - inkafarma,s/ 94.90,"['gel limpiador antimanchas', 'con ácido láctico y glicólico', 'reduce las manchas de hiperpigmentación', 'exfolia suavemente', 'nsoc35349-24co']","aqua, sodium cocoamphoacetate, glycerin, coco-betaine, lactic acid, sodium chloride, dehydroxanthan gum, glycolic acid, glyceryl glucoside, sodium hydroxide, sodium benzoate","aplicar eucerin anti-pigment cleansing gel 200ml sobre la piel húmeda y masajear. luego, enjuagar bien.","uso externo. mantener fuera del alcance de los niños. si observa alguna reacción desfavorable, suspenda su uso; si persiste consulte a su médico. mantener fuera del alcance de los niños.",eucerin,,,https://inkafarma.pe/producto/gel-limpiador-facial-eucerin-antipigment/074543,True,True,False,"['aqua', 'sodium cocoamphoacetate', 'glycerin', 'coco-betaine', 'lactic acid', 'sodium chloride', 'dehydroxanthan gum', 'glycolic acid', 'glyceryl glucoside', 'sodium hydroxide', 'sodium benzoate']","['cloruro de sodio', 'benzoato de sodio', 'ácido láctico', 'glicerina', 'ácido glicólico', 'coco-betaína', 'agua', 'glucósido de glicerilo', 'hidróxido de sodio', 'goma xantana', 'cocoamfoacetato de sodio']",P0026
