title,price,info,composition,usage,precautions,brand,image,description,url
La Roche Posay Sérum Hyalu B5 Anti Arrugas,S/ 205.90,"['Ayuda a reducir arrugar y líneas finas, signos de fatiga, pérdida de elasticidad.', 'Corrige los signos envejecimiento cutáneo.', 'Testeado en pieles sensibles.', 'NSOC83190-17CO']",Dúo de Ácidos Hialuronicos + Pantenol 5% + Madecassosside + Agua Termal.,"Aplicar mañana y noche en rostro, cuello y escote.",Mantener fuera del alcance de los niños.,LA ROCHE-POSAY,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/023100L.jpg,"Serum Hyalu B5 la Roche Posay, con acción anti-arrugas, para pieles sensibles y/o alérgicas con inflamación crónica, perdida de volumen, elasticidad e hidratación.",https://inkafarma.pe/producto/hyalu-b5-serum-anti-arrugas-30ml-la-roche-posay/023100
Protector Eucerin Pigment Control FPS 50 50ml,S/ 145.90,"['Protector solar.', 'NSOC90478-19CO']",,,Evitar el contacto directo con los ojos.,EUCERIN,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/027434L.jpg,Protector Solar Facial Eucerin Pigment Control Fluido FPS 50+ para todo tipo de pieles que previene la hiperpigmentación provocada por el sol.,https://inkafarma.pe/producto/protector-solar-facial-eucerin-control-pigmento-fl/027434
Eucerin Dermopure Hidratante Matificante 200ml,S/ 116.90,"['Cuidado de la piel.', 'NSOC45190-11CO']",,,No aplicar en zonas irritadas.,EUCERIN,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/012498L.jpg,"Gel hidratante matificante DermoPure de Eucerin, indicado para absorber el exceso de sebo en la piel mientras refina los poros y matifica la piel.",https://inkafarma.pe/producto/eucerin-dermopure-oil-control-fluido-facial-hidrat/012498
Ungüento Reparador Eucerin Aquaphor 49g,S/ 87.90,"['Pomada Regeneradora', 'NSOC80508-17CO']",,,Evitar el contacto directo con los ojos.,EUCERIN,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/024793L.jpg,"Ungüento Reparador Eucerin Aquaphor acelera la reparación de la piel seca, agrietada e irritada creando una barrera protectora.",https://inkafarma.pe/producto/pomada-regeneradora-eucerin-aquaphor/024793
Tratamiento de Contorno de Ojos Vichy Mineral 89,S/ 128.90,"['Repara y fortalece la barrera cutánea alrededor de los ojos.', 'Ayudando a reducir las bolsas, ojeras y primeras líneas de expresión.', 'Descongestiona bolsas y ojeras.', 'Hidrata y rellena lineas de expresión.', 'NSOC96628-19CO']","Cafeína, ácido hialurónico, agua termal de vichy, Dermochlorella","Aplicar Mineral 89 en el rostro y cuello, luego aplica en el dedo anular Mineral 89 Ojos  y aplicalo en movimientos circulares en el área del contorno de los ojos, seguido continua la rutina de tu piel con un tratamiento y protector solar.",Mantener fuera del alcance de los niños.,VICHY,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/067303L.jpg,"Tratamiento de Contorno de Ojos Vichy Mineral 89 con Ácido Hialurónico repara, fortifica y reaviva el contorno de los ojos. Además, reduce las ojeras.",https://inkafarma.pe/producto/tratamiento-de-contorno-de-ojos-vichy-mineral-89/067303
La Roche Posay Mela B3 Sérum Anti-manchas,S/ 229.90,"['Unifica el tono de la piel y previene la hiperpigmentación de la piel.', 'Con FPS 30 para una protección UVA/UVB.', 'Previene manchas oscuras inducidas por los rayos UV.', 'NSOC27590-23CO']","INNOVACIÓN EN HIPERPIGMENTACIÓN: MELASYL, MOLÉCULA MULTI-PATENTADA. EL NUEVO ACTIVO PARA COMBATIR LA HIPERPIGMENTACIÓNNIACINAMIDA, una forma de la vitamina B3. Se utiliza a menudo en dermocosmética y se la conoce por su capacidad para calmar la piel, reforzar la barrera cutánea y corregir las manchas.MEXORYL, filtro UV exclusivo que protege contra los rayos UV más insidiosos: ultra long UVA. * [340-400nm] = UVA largos/ [380-400nm] = el final del espectro UV al cual llamamos ultra-long UVA.","Aplicar en la mañana sobre el rostro, cuello y escote (también testeado en manos). Aplicar sobre el rostro limpio después del sérum, por la mañana.","Evitar el contacto directo en los ojos. Cuando se exponga a una exposición solar intensa o prolongada, utilice un protector solar avanzado. Este producto no es un protector solar. Manténgase fuera del alcance de los niños.",LA ROCHE-POSAY,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/072311L.jpg,La Roche Posay Mela B3 Sérum Anti-manchas.. Con el principio de Melasyl que ayuda a unificar el tono de la piel. Corrige manchas como nunca antes.,https://inkafarma.pe/producto/serum-anti-manchas-la-roche-posay-mela-b3/072311
Crema Ultra Sébium Hydra Bioderma 40ml,S/ 83.90,"['Para piel seca con tendencia acnéica', 'Máxima hidratación', 'NSOC6396-14PE']",,,Evitar el contacto directo con los ojos.,BIODERMA,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/007992L.jpg,"Crema Ultra Hidratante Sébium Hydra Bioderma Indicado como tratamiento compensador que hidrata y alivia las pieles debilitadas, secas y/o irritadas.",https://inkafarma.pe/producto/crema-gel-compensador-sebium-hydra-bioderma/007992
Fotoprotector Facial Cantabria Labs Heliocare para Piel con Tendencia a Rojeces - Inkafarma,S/ 119.90,['NSOC00005-24EC'],,,,HELIOCARE,,,https://inkafarma.pe/producto/fotoprotector-facial-cantabria-heliocare-rojeces/074548
Pack La Roche Posay Rutina Hidratante Correctora - Inkafarma,S/ 205.90,"['Productos  Hyalu B5 Serum 30ml      Anthelios Age Correct 15ml            Mela B3 10ml     En 1 semana, el tono de la piel parece más uniforme. Después de 2 semanas, la visibilidad, el color y el número de manchas oscuras se ven reducidos. Las marcas post-imperfecciones se ven menos visibles. Después de 4 semanas se corrigen incluso las manchas oscuras persistentes  NSOC02681-20CO', 'Ayuda a reducir arrugas y líneas finas, signos de fatiga, pérdida de elasticidad', 'Corrige los signos de envejecimiento cutáneo', 'Testeado en pieles sensibles', 'MUY ALTA PROTECCIÓN: Protección de amplio espectro UVB/UVA', 'ANTI-POLUCIÓN: Limita la adhesión de partículas contaminantes en la piel', 'ANTIOXIDANTE: Protege del estrés oxidativo inducido por la polución e IR-A', '-15% ARRUGAS Y FINAS LÍNEAS (1)', '-26% VISIBILIDAD DE MANCHAS (2)', '+15% ELASTICIDAD DE LA PIEL (3)', '24H HIDRATACIÓN']",Hyalu B5:  AQUA / WATER • GLYCERIN • ALCOHOL DENAT • PROPYLENE GLYCOL • PANTHENOL • PENTYLENE GLYCOL • DIMETHICONE • PEG-6 CAPRYLIC/CAPRIC GLYCERIDES • PPG-6-DECYLTETRADECETH-30 • GLYCERYL ISOSTEARATE • MADECASSOSIDE • SODIUM HYALURONATE • AMMONIUM POLYACRYLOYLDIMETHYL TAURATE • DISODIUM EDTA • HYDROLYZED HYALURONIC ACID • CAPRYLYL GLYCOL • CITRIC ACID • XANTHAN GUM • BUTYLENE GLYCOL • TOCOPHEROL • PHENOXYETHANOL • PARFUM /FRAGRANCE,"Hyalu B5: Aplicar mañana y noche en el rostro, cuello y escote.",Hyalu B5:  No ingerir. Mantener lejos del alcance de los niños sin supervisión.,LA ROCHE POSAY,,,https://inkafarma.pe/producto/pack-la-roche-posay-rutina-hidratante-correctora/074749
Crema Roseliane SPF50 + Tubo 40 ML - Inkafarma,S/ 97.90,"['Acción calmante, restauradora, hidratante y duradera', 'Textura no grasa', 'Protección UVA/UVB', 'Oculta el enrojecimiento', 'NSOC04168-21CO']",Principios Activos: Agua Termal Uriage – Cerasterol 2F – Complejo TLR2-REGUL– Ginseng y extracto de algas rojas — Pigmentos encubridores — Filtros UV,"Aplicar por la mañana sobre el rostro. Por la noche, aplique Roséliane crema antirrojes.",Evitar el contacto con los ojos.,URIAGE,,,https://inkafarma.pe/producto/crema-roseliane-spf50-tubo-40-ml/066551
Crema Bioderma Pigmentbio Sensitive Areas,S/ 135.70,"['Calma la piel y previenen el enrojecimiento', 'Corrige la pigmentación en las areas mas sensibles de fricción', 'Atenúa las variaciones de color de la piel']","Andrographolido, Ácido Azelaico, Glabridina, Extracto de Laminaria Ochroleuca",Usar el producto de la siguiente manera:,"Aplica únicamente en axilas, codos, rodillas e ingle. Uso externo, no aplicar en mucosas.",BIODERMA,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/034994L.jpg,Crema Bioderma Pigmentbio Sensitive Areas brinda protección mientras calma la piel y previene el enrojecimiento por irritación.,https://inkafarma.pe/producto/crema-bioderma-pigmentbio-sensitive-areas/034994
Fotoprotector en Spray Isdin Transparent 250ml,S/ 139.90,"['Spray transparente para piel mojada', 'NSOC22478-15PE']",,Usar el producto de la siguiente manera:,"Peligro recipiente a presión. Puede reventar si se calienta. No perforar ni quemar, incluso después del uso. No pulverizar sobre una llama abierta u otra fuente de ignición. Mantener alejado del calor, de superficies calientes, chispas, llamas al descubierto y otras fuentes de ignición. No fumar. No exponer a temperaturas superiores a 50oC. Proteger de la luz solar. Manténgase fuera del alcance de los niños. Úsese únicamente en lugares bien ventilados. No respirar los vapores. Evitar el contacto con ojos y mucosas, no pulverizar sobre el rostro ni sobre piel irritada o dañada. Testado dermatológicamente. No sensibilizante. Fórmula biodegradable",ISDIN,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/027936L.jpg,Fotoprotector en Spray Isdin Transparent Day Wet Skin SPF 50+ especialmente desarrollado para aplicarse tanto sobre piel mojada como seca.,https://inkafarma.pe/producto/fotoprotector-en-spray-isdin-transparent-250ml/027936
Sérum Vichy Liftactiv Supreme Epidermic Filler,S/ 183.90,"['Reducción de líneas de expresión.', 'Hidrata, Rellena y Reafirma.', 'Combate hasta las arrugas más profundas y pérdida de firmeza.', 'NSOC03471-20CO']","1.5% de Ácido Hialurónico puro, Vitamina Cg y Péptidos",Aplicar sobre el rostro dando un ligero masaje y en el contorno de los ojos. Aplicar por la mañana y por la noche.,Mantener fuera del alcance de los niños.,VICHY,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/067297L.jpg,"Sérum Vichy Liftactiv Supreme Epidermic Filler es una solución avanzada para combatir los signos del envejecimiento. Hidrata, rellena y reafirma la piel.",https://inkafarma.pe/producto/serum-vichy-liftactiv-supreme-epidermic-filler/067297
Gel Reparador La Roche Posay Cicaplast B5 40ml,S/ 85.90,"['Ayuda a estimular la regeneración celular.', 'Ayuda a la restauración epidérmica.', 'Antibacteriano.', '', 'NSOC32830-17PE']","Cobre/zinc/manganeso para estimular la producción de células nuevas. Madecasoside para favorecer una buena organización celular y conseguir una reparación epidérmica rápida y de buena calidad,  su textura protectora está enriquecida con agentes antibacterianos que protegen la piel. Gluconato de Zinc para limitar la proliferación bacteriana. Ácido hialurónico.","Aplicar en la zona afecatada dos veces al día, o según sugerencia del Dermatólogo.",Mantener fuera del alcance de los niños.,LA ROCHE-POSAY,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/019177L.jpg,"Gel Reparador La Roche Posay Cicaplast B5 indicado como reparador cutáneo post-suturas, co-formulado con dermatólogos y cirujanos.",https://inkafarma.pe/producto/cicaplast-gel-b5-tratamiento-regenerador-40ml-la-r/019177
Fotoprotector para Rostro Vichy Capital Soleil Age,S/ 131.90,"['Alta protección frente a los rayos UVB y UVA.', 'Ultraligero acabado invisible.', 'Muy alta resistencia al agua, sudor y arena.', 'NSOC04362-21CO']","Sistema filtrante Netlock, 1% Vitamina E, 4% Péptidos, 2% Niacinamida, 10% Agua Volcánica de Vichy, 0,1% Fracciones probióticas","Aplicar todos los días como último paso de la rutina de cuidado de la piel. Toma de 5 a 6 dosificaciones. Aplícalo en el rostro, con movimientos hacia arriba. Incluso en el contorno de los ojos y en el cuello. Aplicar con frecuencia y generosamente.","La sobreexposicion al sol es  un peligro para la salud. No permanezca demasiado tiempo al sol incluso si usted utiliza un producto de proteccion solar, ya que no protege al 100% ni contra la insolación. Niños y bebes; no se recomienda la exposicion directamente al sol. PAra menores de 6 (seis)meses, consultar al médico.",VICHY,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/067306L.jpg,"Fotoprotector para Rostro Vichy Capital Soleil UV Age Daily, proporciona una protección avanzada contra rayos UVB y UVA.",https://inkafarma.pe/producto/fotoprotector-vichy-capital-soleil-uv-age-daily/067306
Foto Ultra Isdin Age Repair 50ml,S/ 139.90,"['Cuidado de la piel', 'NSOC32573-17PE']",,,Evitar el contacto directo con los ojos.,ISDIN,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/024011L.jpg,Foto Ultra Isdin Age Repair ayuda a prevenir y disminuir los signos visibles del envejecimiento. No comedogénico. Resistente al agua.,https://inkafarma.pe/producto/foto-ultra-isdin-age-repair-sff-50/024011
Gel De Limpieza Bioderma Sensibio Moussant 200ml,S/ 94.90,"['Calma y alivia la irritación.', 'Sin jabón y perfume.', 'NSOC26547-16PE']",,,Evitar el contacto directo con los ojos.,BIODERMA,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/010590L.jpg,"Gel De Limpieza Bioderma Sensibio Moussant, el gel micelar limpiador y calmante que refuerza la hidratación natural de la piel.",https://inkafarma.pe/producto/gel-de-limpieza-sensibio-moussant-bioderma-/010590
Shampoo Anticaspa Kelual DS Ducray 100ml,S/ 146.30,"['Anticaspa.', 'Registro Sanitario: NSC2006CO21947']","KELUAMIDA , CICLOPIROX , PIRITIONATO DE ZINC",,Evitar el contacto directo con los ojos.,DUCRAY,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/430613L.jpg,El shampoo anticaspa Kelual DS Ducray trata y elimina de manera duradera la caspa y alivia rápidamente el cuero cabelludo.,https://inkafarma.pe/producto/shampoo-anticaspa-kelual-ds-ducray/430613
Protector Eucerin Pigment Control Fluido Tono Medio,S/ 145.90,"['Bloqueador Antimanchas', 'Con thiamidol', 'NSOC09605-21CO']","Aqua, Alcohol Denat, CI 77891, Butyl Methoxydibenzoylmethane, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Dibutyl Adipate, Butylene Glycol Dicaprylate-Dicaprate, C12-15 Alkyl Benzoate, Ethylhexyl Salicylate, Ethylhexyl Triazone, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Phenylbenzimidazole Sulfonic Acid, Silica Dimethyl Silylate, CI 77492, Cocoglycerides, Copernicia Cerifera Cera, Isobutylamido Thiazolyl Resorcinol, Glycyrrhiza Inflata Root Extract, Glycyrrhetinic Acid, Glycerin, Tocopheryl Acetate, Silica, Carrageenan, Xanthan Gum, Hydroxypropyl Methylcellulose, Behenyl Alcohol, Cetearyl Alcohol, Arachidic Acid, Myristic Acid, Oleic Acid, Palmitic Acid, Stearic Acid, Carbomer, Sodium Stearoyl Glutamate, Sodium Chloride, Sodium Hydroxide, Trisodium EDTA, Phenoxyethanol, Hydroxyacetophenone, Parfum, CI 77491, CI 77499",Usar el producto de la siguiente manera:,Altamente inflamable.,EUCERIN,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/038599L.jpg,Protector Solar Eucerin Pigment Control Fluido FPS 50+ Tono Medio para todo tipo de pieles que previene la hiperpigmentación provocada por el sol.,https://inkafarma.pe/producto/protector-solar-eucerin-pigment-control-fluido/038599
Gel Limpiador Vichy Normaderm Phytosolution 200ml,S/ 79.90,"['Deja los poros menos visibles y fortalece la piel.', 'Remueve impurezas y particulas de contaminación.', 'Reduce la producción de sebo logrando sentir la piel más matificada durante el dia.', 'NSOC92490-19CO']","Ácido salicílico, Zinc, Agua volcánica de vichy, Derivado de Bifidus (probiótico)","Masajear el producto sobre el rostro húmedo mañana y noche hasta generar espuma. Lavar. Evitar el contorno de ojos. En caso de contacto con los ojos, lavar de inmediato con abundante agua","Evita el contacto con los ojos, en caso de contacto con los ojos aclarar inmediatamente. Mantener fuera del alcance de los niños.",VICHY,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/067322L.jpg,"Gel Limpiador Vichy Normaderm Phytosolution, reduce la producción de sebo logrando sentir la piel más matificada durante el dia.",https://inkafarma.pe/producto/gel-limpiador-vichy-normaderm-phytosolution/067322
Concentrado Fortificante Vichy Mineral 89 50ml,S/ 183.90,"['Refuerza la barrera natural de la piel.', 'Aumenta la resistencia de la piel frente a facrtores agresivos como la contaminación.', 'Tonifica, Rellena, Ilumina e Hidrata la piel.', 'NSOC78883-17CO']",Ácido Hialurónico y Agua termal de Vichy,Paso cero de tu rutina diaria. Aplicar en rostro y cuello.,Mantener fuera del alcance de los niños.,VICHY,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/067304L.jpg,"Concentrado Fortificante Vichy Mineral 89 para Rostro fortificante, rellenante e hidratante compuesto por un 89% de Agua Mineraliza Volcánica Vichy.",https://inkafarma.pe/producto/concentrado-fortificante-vichy-mineral-89-rostro/067304
Fotoprotector Heliocare 360° Gel Oil-Free SPF 50,S/ 124.90,"['Alta fotoprotección facial', 'Para piel grasa y con tendencia a imperfecciones', 'Acabado mate', 'Seborregulador', 'NSOC84753-18CO']",Combinación óptima y estable de filtros solaresFernblock® +GlicosilasaPhysavieOTZ 10Melanina biomiméticaComplejo seborregulador y matificanteArginina,"Agitar antes de usar. Aplicar de forma generosa y uniforme antes de la exposición solar. Reaplicar frecuentemente, especialmente tras baños prolongados o sudoración excesiva.","Uso externo. Evitar el contacto directo con ojos y mucosas. Evitar la exposición prolongada al sol durante las horas de más intensidad. Utilizar ropa, gorro y gafas de sol para protegerse. No exponer a bebés y niños pequeños directamente al sol.",HELIOCARE,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/072163L.jpg,"Fotoprotector Heliocare 360° Gel Oil-Free SPF 50 para Piel Mixta a Grasa. Protege la piel del rostro del sol, ideal para pieles con tendencia acnéica.",https://inkafarma.pe/producto/fotoprotector-heliocare-360-piel-mixta-grasa-spf50/072163
Gel De Limpieza Bioderma Sensibio Moussant 500ml,S/ 153.90,"['Limpieza, hidratación y cuidado de la piel', 'Calma y restaura los lípidos', 'Para piel sensible', 'NSOC26547-16PE']",,Usar el producto de la siguiente manera:,Almacenar en un lugar fresco.,BIODERMA,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/030436L.jpg,"Gel De Limpieza Bioderma Sensibio Moussant, el gel micelar limpiador y calmante que refuerza la hidratación natural de la piel.",https://inkafarma.pe/producto/gel-sensibio-moussant-bioderma/030436
Crema Facial de Noche Eucerin Hyaluron Filler 50ml,S/ 179.90,"['Anti-arrugas y cuidado facial', 'Fortalece y mejora la elasticidad', 'Con aceite de argán, arctiina y ácido hialurónico', 'NSOC80238-17CO']",,Usar el producto de la siguiente manera:,Almacenar en un lugar fresco.,EUCERIN,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/012614L.jpg,Crema Facial de Noche Eucerin Hyaluron Filler Elasticity tipos de ácido Hialurónico para actuar y tratar todos los tipos de arrugas.,https://inkafarma.pe/producto/crema-facial-rellenadora-de-arrugas-de-noche-eucer/012614
La Roche Posay Anthelios Toque Seco Sin Color 50ml,S/ 119.90,"['Alta protección UV.', 'Textura gelcrema.', '12h de efecto matificante, acabado toque seco.', 'Resistente al agua, sudor y a la arena.', 'NSOC-28993-16PE']","[MEXORYL 400]: Filtro de protección solar incluso para los rayos UV más insidiosos (380-400nm). [TECNOLOGÍA OIL CONTROL]: Micropartículas matificantes. Se funde de inmediato y controla todas las causas de brillo (sebo, sudor y humedad)","Aplique abundantemente el producto justo antes de exponerse al sol. Distribuir uniformemente en todo el rostro, cuello y escote. Aplicar 30 minutos antes de la exposición solar y re aplicar cada dos horas para mantener la alta protección. Renueve frecuente y generosamente la aplicación para mantener la protección, sobre todo después de nadar, sudar o secarse con una toalla.","Advertencias y Precauciones: La sobreexposición al sol es un peligro para la salud. No permanezca demasiado tiempo al sol, incluso si usted utiliza un producto de protección solar, ya que no lo protege al 100% ni contra la insolación. Niños y bebés: no se recomienda la exposición directamente al sol. Para menores de 6 meses, consultar al médico.",LA ROCHE-POSAY,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/010853L.jpg,"Protege tu piel del sol con Anthelios XL de la Roche Posay, con toque seco y protección UVA UVB. Previene manchas inducidas por la radiación alta",https://inkafarma.pe/producto/anthelios-toque-seco-antibrillo-s-color-la-roche-p/010853
Solución Micelar Sensibio H2O Bioderma 500ml,S/ 139.90,"['Limpieza de maquillaje y cuidado de la piel', 'Para piel sensible', 'Frasco de 500 ml', 'Tapa PUMP antiderrames', 'NSOC15631-13PE']",Agua micelar,Usar el producto de la siguiente manera:,Almacenar en un lugar fresco.,BIODERMA,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/007463L.jpg,"Solución Micelar Sensibio H2O Bioderma, con acción limpiadora y desmaquillante que respeta la fragilidad de las pieles sensibles-",https://inkafarma.pe/producto/solucion-micelar-bioderma-sensibio-h2o-500ml/007463
Fotoprotector Isdin Extrem Fusion Fluid FPS 50,S/ 114.90,"['Protector Solar.', 'Registro Sanitario: NSCE3216-10C EC']",,,Mantener fuera del alcance de los niños.,ISDIN,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/002952L.jpg,Fotoprotector Isdin Extrem Fusion Fluido Ultraligero SPF 50+. Protege la piel del sol. Resistente al agua y resistente a la fricción.,https://inkafarma.pe/producto/fotoprotector-isdin-extrem-fusion-fluido-ultralige/002952
Sérum Vitamina C Vichy Liftactiv Supreme 20ml,S/ 182.90,"['Reduce signos de fatiga y suaviza líneas de expresión.', 'Ilumina y tonifica.', 'Reduce el impacto del estrés oxidativo en la piel.', 'NSOC11150-21CO']","Vitamina C pura, Vitamina E, Neohesperidina natural, Polifenoles de pino marítimo y Ácido hialurónico fragmentado",Aplicar de 2 a 5 gotas una vez al día (mañana o noche) sobre las palmas de las manos limpias. Llevar a la cara limpia y seca con ayuda de las yemas de los dedos evitando el contorno de los ojos. Dejar actuar y aplicar su crema habitual. Si lo aplica en el día compañar con protección solar.,"Evitar la exposicion al sol, evitar el contacto con los ojos.En caso de contacto con los ojos, aclarar inmediatamente con abundante agua. En caso de irritación espaciar los usos y en caso de persistencia dejar de usar dejar de usar el producto y consultar al médico.",VICHY,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/067305L.jpg,"Sérum Vitamina C Vichy Liftactiv Supreme complejo antioxidante corrige y previene el estrés oxidativo, la falta de luminosidad y el envejecimiento de la piel.",https://inkafarma.pe/producto/serum-vitamina-c-vichy-liftactiv-supreme/067305
Exfoliante Eucerin DermoPure 100ml,S/ 80.90,"['Exfoliante y cuidado de la piel', 'Ideal para rostro y cuerpo', 'Destapa los poros', 'Elimina impurezas sin resecar', 'Registro Sanitario: NSC2008CO31553']",,Usar el producto de la siguiente manera:,Almacenar en un lugar fresco.,EUCERIN,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/016888L.jpg,Exfoliante Eucerin DermoPure para pieles grasas y con impurezas. Destapa los poros y elimina impurezas sin resecar la piel.,https://inkafarma.pe/producto/eucerin-dermopure-oil-exfoliante/016888
Gel Moussant Bioderma Actif Sébium 200ml,S/ 92.20,"['Limpia los poros', 'Reduce las imperfecciones y purifica la piel', 'Desbloquea el \nconducto sebáceo']","Ácido glicólico 1%.
Ácido salicílico 1,8%.
Gluconato de Zinc 3%.",Usar el producto de la siguiente manera:,Evitar el contacto con los ojos.,BIODERMA,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/036200L.jpg,"Gel Moussant Bioderma Actif Sébium, ayuda a limpiar los poros, reducir las imperfecciones purificando y refinando la textura de la piel.",https://inkafarma.pe/producto/gel-moussant-actif-sebium-bioderma/036200
Crema Facial Nutratopic Pro-AMP Isdin 50ml,S/ 79.90,"['Cuidado de la piel.', 'NSOC23119-15PE']",,,Evitar el uso en piel irritada y/o herida abierta.,ISDIN,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/010319L.jpg,"Crema Facial Nutratopic Pro-AMP Isdin ayuda a proteger la barrera cutanea, único con doble protección activa del sistema de defensa cutanéo.",https://inkafarma.pe/producto/crema-facial-nutratopic-pro-amp-isdin/010319
Crema Facial de Noche Eucerin Anti-Pigment 50ml,S/ 169.90,"['Crema regeneradora de noche para el cuidado facial', 'Reduce las manchas y áreas de hiper-pigmentación', 'Con ingrediente antimanchas patentado Thiamidol', 'NSOC87495-18CO']",Isobutylamido Thiazolyl Resorcinol Aqua Glycerin Isopropyl Palmitate Alcohol Denat Cetearyl Isononanoate Squalane Panthenol Glyceryl Stearate Citrate Cetearyl Alcohol Hydrogenated Coco-Glycerides Butyrospermum Parkii Butter Methylpropanediol Lauroyl Lysine Glycyrrhiza Inflata Root Extract Tocopherol Glucosylrutin Carbomer Chondrus Crispus Extract Sodium Hydroxide Isoquercitrin Trisodium EDTA Phenoxyethanol Parfum,Usar el producto de la siguiente manera:,Almacenar en un lugar fresco.,EUCERIN,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/025182L.jpg,Crema Facial de Noche Eucerin Anti-Pigment reduce de manera efectiva la posibilidad de que aparezca pigmentación. Luce una piel más brillante y uniforme.,https://inkafarma.pe/producto/crema-facial-noche-eucerin-anti-pigment/025182
Pack Vichy Rutina de Luminosidad con Vitamina C - Inkafarma,S/ 182.90,"['Vichy Sérum Vitamina C 20ml + Vichy Liftactiv Collagen Specialist Crema 15ml + Vichy Protector Solar Capital Soleil UV Age SPF 50+ 15ml', 'Rutina ideal para potenciar la luminosidad y uniformidad de la piel.', 'Ilumina, hidrata profundamente y protege la piel de los rayos UV', 'Reducir y corrige los signos visibles de la pérdida de colágeno en la piel.']",1. Vichy Sérum Vitamina C 20ml:,1. Vichy Sérum Vitamina C : Aplicar de 2 a 5 gotas una vez al día (mañana o noche) sobre las palmas de las manos limpias. Llevar a la cara limpia y seca con ayuda de las yemas de los dedos evitando el contorno de los ojos. Dejar actuar y aplicar su crema habitual. Si lo aplica en el día compañar con protección solar.,"1. Vichy Sérum Vitamina C: Evitar la exposicion al sol, evitar el contacto con los ojos.En caso de contacto con los ojos, aclarar inmediatamente con abundante agua. En caso de irritación espaciar los usos y en caso de persistencia dejar de usar dejar de usar el producto y consultar al médico.",VICHY,,,https://inkafarma.pe/producto/pack-vichy-rutina-luminosidad-vitamina-c/074701
30 Ampollas Formula N10 Martiderm Color,S/ 387.10,"['Hidratante.', 'Antioxidante.', 'Reafirmante.', 'Proporciona luminosidad.', 'Unifica el tono de piel.', 'NSOC54510-22PE']","3% Proteoglicanos, 5% Vitamina C-Tech, BioShield, Spectrum Complex, Pigmentos","Agitar antes de usar para que los pigmentos se dispersen uniformemente y obtener un aspecto homogéneo. Limpiar la piel y aplicar media ampolla por la mañana sobre cara, cuello y escote, con un suave masaje hasta su completa absorción.",Uso tópico. No inyectable. No ingerible. Mantener fuera del alcance de los niños. Evitar contacto con ojos y mucosas,MARTIDERM,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/072130L.jpg,"30 Ampollas con color Formula N10 Martiderm Color Touch SPF30. Proporcionan un tono uniforme a la piel, mientras la protegen del sol.",https://inkafarma.pe/producto/30-ampolla-formula-n10-martiderm-color-touch-spf30/072130
Gel Micro-Exfoliante Effaclar La Roche-Posay 200ml,S/ 87.90,"['Microexfoliante.', 'Limpia profundamente las impurezas Elimina el exceso de sebo y desobstruye los poros.', 'NSOC97484-19CO']",LHA + Ácido salicílico: Realiza una microexfolicación profunda para eliminar el exceso de sebo y piel muerta. Zinc: Reduce la secreción de sebo y purifica de esta manera la piel. Agua Termal de La Roche-Posay: Genera efecto calmante y anti irritante.,"Haz espuma en las manos con un poco de agua y aplica en el rostro, masajeando suavemente. Aclarar perfectamente.",Mantener fuera del alcance de los niños.,LA ROCHE-POSAY,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/030189L.jpg,Gel Micro-Exfoliante Effaclar La Roche-Posay ayuda con la limpieza de poros. Concede una micro-exfoliación para eliminar las células muertas y el sebo.,https://inkafarma.pe/producto/gel-micro-exfoliante-effaclar-200ml/030189
